lat,lon,delta_t_c,delta_heat_pct,delta_ice_pct,delta_wind_pct
30.0,-66.8,1.1,0.0189,-0.0126,0.05
30.5,-124.8,1.1,0.0189,-0.0126,0.05
30.5,-124.3,1.1,0.0189,-0.0126,0.05
30.5,-123.8,1.1,0.0189,-0.0126,0.05
30.5,-123.3,1.1,0.0189,-0.0126,0.05
30.5,-122.8,1.1,0.0189,-0.0126,0.05
30.5,-122.3,1.1,0.0189,-0.0126,0.05
30.5,-121.8,1.1,0.0189,-0.0126,0.05
30.5,-121.3,1.1,0.0189,-0.0126,0.05
30.5,-120.8,1.1,0.0189,-0.0126,0.05
30.5,-120.3,1.1,0.0189,-0.0126,0.05
30.5,-119.8,1.1,0.0189,-0.0126,0.05
30.5,-119.3,1.1,0.0189,-0.0126,0.05
30.5,-118.8,1.1,0.0189,-0.0126,0.05
30.5,-118.3,1.1,0.0189,-0.0126,0.05
30.5,-117.8,1.1,0.0189,-0.0126,0.05
30.5,-117.3,1.1,0.0189,-0.0126,0.05
30.5,-116.8,1.1,0.0189,-0.0126,0.05
30.5,-116.3,1.1,0.0189,-0.0126,0.05
30.5,-115.8,1.1,0.0189,-0.0126,0.05
30.5,-115.3,1.1,0.0189,-0.0126,0.05
30.5,-114.8,1.1,0.0189,-0.0126,0.05
30.5,-114.3,1.1,0.0189,-0.0126,0.05
30.5,-113.8,1.1,0.0189,-0.0126,0.05
30.5,-113.3,1.1,0.0189,-0.0126,0.05
30.5,-112.8,1.1,0.0189,-0.0126,0.05
30.5,-112.3,1.1,0.0189,-0.0126,0.05
30.5,-111.8,1.1,0.0189,-0.0126,0.05
30.5,-111.3,1.1,0.0189,-0.0126,0.05
30.5,-110.8,1.1,0.0189,-0.0126,0.05
30.5,-110.3,1.1,0.0189,-0.0126,0.05
30.5,-109.8,1.1,0.0189,-0.0126,0.05
30.5,-109.3,1.1,0.0189,-0.0126,0.05
30.5,-108.8,1.1,0.0189,-0.0126,0.05
30.5,-108.3,1.1,0.0189,-0.0126,0.05
30.5,-107.8,1.1,0.0189,-0.0126,0.05
30.5,-107.3,1.1,0.0189,-0.0126,0.05
30.5,-106.8,1.1,0.0189,-0.0126,0.05
30.5,-106.3,1.1,0.0189,-0.0126,0.05
30.5,-105.8,1.1,0.0189,-0.0126,0.05
30.5,-105.3,1.1,0.0189,-0.0126,0.05
30.5,-104.8,1.1,0.0189,-0.0126,0.05
30.5,-104.3,1.1,0.0189,-0.0126,0.05
30.5,-103.8,1.1,0.0189,-0.0126,0.05
30.5,-103.3,1.1,0.0189,-0.0126,0.05
30.5,-102.8,1.1,0.0189,-0.0126,0.05
30.5,-102.3,1.1,0.0189,-0.0126,0.05
30.5,-101.8,1.1,0.0189,-0.0126,0.05
30.5,-101.3,1.1,0.0189,-0.0126,0.05
30.5,-100.8,1.1,0.0189,-0.0126,0.05
30.5,-100.3,1.1,0.0189,-0.0126,0.05
30.5,-99.8,1.1,0.0189,-0.0126,0.05
30.5,-99.3,1.1,0.0189,-0.0126,0.05
30.5,-98.8,1.1,0.0189,-0.0126,0.05
30.5,-98.3,1.1,0.0189,-0.0126,0.05
30.5,-97.8,1.1,0.0189,-0.0126,0.05
30.5,-97.3,1.1,0.0189,-0.0126,0.05
30.5,-96.8,1.1,0.0189,-0.0126,0.05
30.5,-96.3,1.1,0.0189,-0.0126,0.05
30.5,-95.8,1.1,0.0189,-0.0126,0.05
30.5,-95.3,1.1,0.0189,-0.0126,0.05
30.5,-94.8,1.1,0.0189,-0.0126,0.05
30.5,-94.3,1.1,0.0189,-0.0126,0.05
30.5,-93.8,1.1,0.0189,-0.0126,0.05
30.5,-93.3,1.1,0.0189,-0.0126,0.05
30.5,-92.8,1.1,0.0189,-0.0126,0.05
30.5,-92.3,1.1,0.0189,-0.0126,0.05
30.5,-91.8,1.1,0.0189,-0.0126,0.05
30.5,-91.3,1.1,0.0189,-0.0126,0.05
30.5,-90.8,1.1,0.0189,-0.0126,0.05
30.5,-90.3,1.1,0.0189,-0.0126,0.05
30.5,-89.8,1.1,0.0189,-0.0126,0.05
30.5,-89.3,1.1,0.0189,-0.0126,0.05
30.5,-88.8,1.1,0.0189,-0.0126,0.05
30.5,-88.3,1.1,0.0189,-0.0126,0.05
30.5,-87.8,1.1,0.0189,-0.0126,0.05
30.5,-87.3,1.1,0.0189,-0.0126,0.05
30.5,-86.8,1.1,0.0189,-0.0126,0.05
30.5,-86.3,1.1,0.0189,-0.0126,0.05
30.5,-85.8,1.1,0.0189,-0.0126,0.05
30.5,-85.3,1.1,0.0189,-0.0126,0.05
30.5,-84.8,1.1,0.0189,-0.0126,0.05
30.5,-84.3,1.1,0.0189,-0.0126,0.05
30.5,-83.8,1.1,0.0189,-0.0126,0.05
30.5,-83.3,1.1,0.0189,-0.0126,0.05
30.5,-82.8,1.1,0.0189,-0.0126,0.05
30.5,-82.3,1.1,0.0189,-0.0126,0.05
30.5,-81.8,1.1,0.0189,-0.0126,0.05
30.5,-81.3,1.1,0.0189,-0.0126,0.05
30.5,-80.8,1.1,0.0189,-0.0126,0.05
30.5,-80.3,1.1,0.0189,-0.0126,0.05
30.5,-79.8,1.1,0.0189,-0.0126,0.05
30.5,-79.3,1.1,0.0189,-0.0126,0.05
30.5,-78.8,1.1,0.0189,-0.0126,0.05
30.5,-78.3,1.1,0.0189,-0.0126,0.05
30.5,-77.8,1.1,0.0189,-0.0126,0.05
30.5,-77.3,1.1,0.0189,-0.0126,0.05
30.5,-76.8,1.1,0.0189,-0.0126,0.05
30.5,-76.3,1.1,0.0189,-0.0126,0.05
30.5,-75.8,1.1,0.0189,-0.0126,0.05
30.5,-75.3,1.1,0.0189,-0.0126,0.05
30.5,-74.8,1.1,0.0189,-0.0126,0.05
30.5,-74.3,1.1,0.0189,-0.0126,0.05
30.5,-73.8,1.1,0.0189,-0.0126,0.05
30.5,-73.3,1.1,0.0189,-0.0126,0.05
30.5,-72.8,1.1,0.0189,-0.0126,0.05
30.5,-72.3,1.1,0.0189,-0.0126,0.05
30.5,-71.8,1.1,0.0189,-0.0126,0.05
30.5,-71.3,1.1,0.0189,-0.0126,0.05
30.5,-70.8,1.1,0.0189,-0.0126,0.05
30.5,-70.3,1.1,0.0189,-0.0126,0.05
30.5,-69.8,1.1,0.0189,-0.0126,0.05
30.5,-69.3,1.1,0.0189,-0.0126,0.05
30.5,-68.8,1.1,0.0189,-0.0126,0.05
30.5,-68.3,1.1,0.0189,-0.0126,0.05
30.5,-67.8,1.1,0.0189,-0.0126,0.05
30.5,-67.3,1.1,0.0189,-0.0126,0.05
30.5,-66.8,1.1,0.0189,-0.0126,0.05
31.0,-124.8,1.1,0.0189,-0.0126,0.05
31.0,-124.3,1.1,0.0189,-0.0126,0.05
31.0,-123.8,1.1,0.0189,-0.0126,0.05
31.0,-123.3,1.1,0.0189,-0.0126,0.05
31.0,-122.8,1.1,0.0189,-0.0126,0.05
31.0,-122.3,1.1,0.0189,-0.0126,0.05
31.0,-121.8,1.1,0.0189,-0.0126,0.05
31.0,-121.3,1.1,0.0189,-0.0126,0.05
31.0,-120.8,1.1,0.0189,-0.0126,0.05
31.0,-120.3,1.1,0.0189,-0.0126,0.05
31.0,-119.8,1.1,0.0189,-0.0126,0.05
31.0,-119.3,1.1,0.0189,-0.0126,0.05
31.0,-118.8,1.1,0.0189,-0.0126,0.05
31.0,-118.3,1.1,0.0189,-0.0126,0.05
31.0,-117.8,1.1,0.0189,-0.0126,0.05
31.0,-117.3,1.1,0.0189,-0.0126,0.05
31.0,-116.8,1.1,0.0189,-0.0126,0.05
31.0,-116.3,1.1,0.0189,-0.0126,0.05
31.0,-115.8,1.1,0.0189,-0.0126,0.05
31.0,-115.3,1.1,0.0189,-0.0126,0.05
31.0,-114.8,1.1,0.0189,-0.0126,0.05
31.0,-114.3,1.1,0.0189,-0.0126,0.05
31.0,-113.8,1.1,0.0189,-0.0126,0.05
31.0,-113.3,1.1,0.0189,-0.0126,0.05
31.0,-112.8,1.1,0.0189,-0.0126,0.05
31.0,-112.3,1.1,0.0189,-0.0126,0.05
31.0,-111.8,1.1,0.0189,-0.0126,0.05
31.0,-111.3,1.1,0.0189,-0.0126,0.05
31.0,-110.8,1.1,0.0189,-0.0126,0.05
31.0,-110.3,1.1,0.0189,-0.0126,0.05
31.0,-109.8,1.1,0.0189,-0.0126,0.05
31.0,-109.3,1.1,0.0189,-0.0126,0.05
31.0,-108.8,1.1,0.0189,-0.0126,0.05
31.0,-108.3,1.1,0.0189,-0.0126,0.05
31.0,-107.8,1.1,0.0189,-0.0126,0.05
31.0,-107.3,1.1,0.0189,-0.0126,0.05
31.0,-106.8,1.1,0.0189,-0.0126,0.05
31.0,-106.3,1.1,0.0189,-0.0126,0.05
31.0,-105.8,1.1,0.0189,-0.0126,0.05
31.0,-105.3,1.1,0.0189,-0.0126,0.05
31.0,-104.8,1.1,0.0189,-0.0126,0.05
31.0,-104.3,1.1,0.0189,-0.0126,0.05
31.0,-103.8,1.1,0.0189,-0.0126,0.05
31.0,-103.3,1.1,0.0189,-0.0126,0.05
31.0,-102.8,1.1,0.0189,-0.0126,0.05
31.0,-102.3,1.1,0.0189,-0.0126,0.05
31.0,-101.8,1.1,0.0189,-0.0126,0.05
31.0,-101.3,1.1,0.0189,-0.0126,0.05
31.0,-100.8,1.1,0.0189,-0.0126,0.05
31.0,-100.3,1.1,0.0189,-0.0126,0.05
31.0,-99.8,1.1,0.0189,-0.0126,0.05
31.0,-99.3,1.1,0.0189,-0.0126,0.05
31.0,-98.8,1.1,0.0189,-0.0126,0.05
31.0,-98.3,1.1,0.0189,-0.0126,0.05
31.0,-97.8,1.1,0.0189,-0.0126,0.05
31.0,-97.3,1.1,0.0189,-0.0126,0.05
31.0,-96.8,1.1,0.0189,-0.0126,0.05
31.0,-96.3,1.1,0.0189,-0.0126,0.05
31.0,-95.8,1.1,0.0189,-0.0126,0.05
31.0,-95.3,1.1,0.0189,-0.0126,0.05
31.0,-94.8,1.1,0.0189,-0.0126,0.05
31.0,-94.3,1.1,0.0189,-0.0126,0.05
31.0,-93.8,1.1,0.0189,-0.0126,0.05
31.0,-93.3,1.1,0.0189,-0.0126,0.05
31.0,-92.8,1.1,0.0189,-0.0126,0.05
31.0,-92.3,1.1,0.0189,-0.0126,0.05
31.0,-91.8,1.1,0.0189,-0.0126,0.05
31.0,-91.3,1.1,0.0189,-0.0126,0.05
31.0,-90.8,1.1,0.0189,-0.0126,0.05
31.0,-90.3,1.1,0.0189,-0.0126,0.05
31.0,-89.8,1.1,0.0189,-0.0126,0.05
31.0,-89.3,1.1,0.0189,-0.0126,0.05
31.0,-88.8,1.1,0.0189,-0.0126,0.05
31.0,-88.3,1.1,0.0189,-0.0126,0.05
31.0,-87.8,1.1,0.0189,-0.0126,0.05
31.0,-87.3,1.1,0.0189,-0.0126,0.05
31.0,-86.8,1.1,0.0189,-0.0126,0.05
31.0,-86.3,1.1,0.0189,-0.0126,0.05
31.0,-85.8,1.1,0.0189,-0.0126,0.05
31.0,-85.3,1.1,0.0189,-0.0126,0.05
31.0,-84.8,1.1,0.0189,-0.0126,0.05
31.0,-84.3,1.1,0.0189,-0.0126,0.05
31.0,-83.8,1.1,0.0189,-0.0126,0.05
31.0,-83.3,1.1,0.0189,-0.0126,0.05
31.0,-82.8,1.1,0.0189,-0.0126,0.05
31.0,-82.3,1.1,0.0189,-0.0126,0.05
31.0,-81.8,1.1,0.0189,-0.0126,0.05
31.0,-81.3,1.1,0.0189,-0.0126,0.05
31.0,-80.8,1.1,0.0189,-0.0126,0.05
31.0,-80.3,1.1,0.0189,-0.0126,0.05
31.0,-79.8,1.1,0.0189,-0.0126,0.05
31.0,-79.3,1.1,0.0189,-0.0126,0.05
31.0,-78.8,1.1,0.0189,-0.0126,0.05
31.0,-78.3,1.1,0.0189,-0.0126,0.05
31.0,-77.8,1.1,0.0189,-0.0126,0.05
31.0,-77.3,1.1,0.0189,-0.0126,0.05
31.0,-76.8,1.1,0.0189,-0.0126,0.05
31.0,-76.3,1.1,0.0189,-0.0126,0.05
31.0,-75.8,1.1,0.0189,-0.0126,0.05
31.0,-75.3,1.1,0.0189,-0.0126,0.05
31.0,-74.8,1.1,0.0189,-0.0126,0.05
31.0,-74.3,1.1,0.0189,-0.0126,0.05
31.0,-73.8,1.1,0.0189,-0.0126,0.05
31.0,-73.3,1.1,0.0189,-0.0126,0.05
31.0,-72.8,1.1,0.0189,-0.0126,0.05
31.0,-72.3,1.1,0.0189,-0.0126,0.05
31.0,-71.8,1.1,0.0189,-0.0126,0.05
31.0,-71.3,1.1,0.0189,-0.0126,0.05
31.0,-70.8,1.1,0.0189,-0.0126,0.05
31.0,-70.3,1.1,0.0189,-0.0126,0.05
31.0,-69.8,1.1,0.0189,-0.0126,0.05
31.0,-69.3,1.1,0.0189,-0.0126,0.05
31.0,-68.8,1.1,0.0189,-0.0126,0.05
31.0,-68.3,1.1,0.0189,-0.0126,0.05
31.0,-67.8,1.1,0.0189,-0.0126,0.05
31.0,-67.3,1.1,0.0189,-0.0126,0.05
31.0,-66.8,1.1,0.0189,-0.0126,0.05
31.5,-124.8,1.1,0.0189,-0.0126,0.05
31.5,-124.3,1.1,0.0189,-0.0126,0.05
31.5,-123.8,1.1,0.0189,-0.0126,0.05
31.5,-123.3,1.1,0.0189,-0.0126,0.05
31.5,-122.8,1.1,0.0189,-0.0126,0.05
31.5,-122.3,1.1,0.0189,-0.0126,0.05
31.5,-121.8,1.1,0.0189,-0.0126,0.05
31.5,-121.3,1.1,0.0189,-0.0126,0.05
31.5,-120.8,1.1,0.0189,-0.0126,0.05
31.5,-120.3,1.1,0.0189,-0.0126,0.05
31.5,-119.8,1.1,0.0189,-0.0126,0.05
31.5,-119.3,1.1,0.0189,-0.0126,0.05
31.5,-118.8,1.1,0.0189,-0.0126,0.05
31.5,-118.3,1.1,0.0189,-0.0126,0.05
31.5,-117.8,1.1,0.0189,-0.0126,0.05
31.5,-117.3,1.1,0.0189,-0.0126,0.05
31.5,-116.8,1.1,0.0189,-0.0126,0.05
31.5,-116.3,1.1,0.0189,-0.0126,0.05
31.5,-115.8,1.1,0.0189,-0.0126,0.05
31.5,-115.3,1.1,0.0189,-0.0126,0.05
31.5,-114.8,1.1,0.0189,-0.0126,0.05
31.5,-114.3,1.1,0.0189,-0.0126,0.05
31.5,-113.8,1.1,0.0189,-0.0126,0.05
31.5,-113.3,1.1,0.0189,-0.0126,0.05
31.5,-112.8,1.1,0.0189,-0.0126,0.05
31.5,-112.3,1.1,0.0189,-0.0126,0.05
31.5,-111.8,1.1,0.0189,-0.0126,0.05
31.5,-111.3,1.1,0.0189,-0.0126,0.05
31.5,-110.8,1.1,0.0189,-0.0126,0.05
31.5,-110.3,1.1,0.0189,-0.0126,0.05
31.5,-109.8,1.1,0.0189,-0.0126,0.05
31.5,-109.3,1.1,0.0189,-0.0126,0.05
31.5,-108.8,1.1,0.0189,-0.0126,0.05
31.5,-108.3,1.1,0.0189,-0.0126,0.05
31.5,-107.8,1.1,0.0189,-0.0126,0.05
31.5,-107.3,1.1,0.0189,-0.0126,0.05
31.5,-106.8,1.1,0.0189,-0.0126,0.05
31.5,-106.3,1.1,0.0189,-0.0126,0.05
31.5,-105.8,1.1,0.0189,-0.0126,0.05
31.5,-105.3,1.1,0.0189,-0.0126,0.05
31.5,-104.8,1.1,0.0189,-0.0126,0.05
31.5,-104.3,1.1,0.0189,-0.0126,0.05
31.5,-103.8,1.1,0.0189,-0.0126,0.05
31.5,-103.3,1.1,0.0189,-0.0126,0.05
31.5,-102.8,1.1,0.0189,-0.0126,0.05
31.5,-102.3,1.1,0.0189,-0.0126,0.05
31.5,-101.8,1.1,0.0189,-0.0126,0.05
31.5,-101.3,1.1,0.0189,-0.0126,0.05
31.5,-100.8,1.1,0.0189,-0.0126,0.05
31.5,-100.3,1.1,0.0189,-0.0126,0.05
31.5,-99.8,1.1,0.0189,-0.0126,0.05
31.5,-99.3,1.1,0.0189,-0.0126,0.05
31.5,-98.8,1.1,0.0189,-0.0126,0.05
31.5,-98.3,1.1,0.0189,-0.0126,0.05
31.5,-97.8,1.1,0.0189,-0.0126,0.05
31.5,-97.3,1.1,0.0189,-0.0126,0.05
31.5,-96.8,1.1,0.0189,-0.0126,0.05
31.5,-96.3,1.1,0.0189,-0.0126,0.05
31.5,-95.8,1.1,0.0189,-0.0126,0.05
31.5,-95.3,1.1,0.0189,-0.0126,0.05
31.5,-94.8,1.1,0.0189,-0.0126,0.05
31.5,-94.3,1.1,0.0189,-0.0126,0.05
31.5,-93.8,1.1,0.0189,-0.0126,0.05
31.5,-93.3,1.1,0.0189,-0.0126,0.05
31.5,-92.8,1.1,0.0189,-0.0126,0.05
31.5,-92.3,1.1,0.0189,-0.0126,0.05
31.5,-91.8,1.1,0.0189,-0.0126,0.05
31.5,-91.3,1.1,0.0189,-0.0126,0.05
31.5,-90.8,1.1,0.0189,-0.0126,0.05
31.5,-90.3,1.1,0.0189,-0.0126,0.05
31.5,-89.8,1.1,0.0189,-0.0126,0.05
31.5,-89.3,1.1,0.0189,-0.0126,0.05
31.5,-88.8,1.1,0.0189,-0.0126,0.05
31.5,-88.3,1.1,0.0189,-0.0126,0.05
31.5,-87.8,1.1,0.0189,-0.0126,0.05
31.5,-87.3,1.1,0.0189,-0.0126,0.05
31.5,-86.8,1.1,0.0189,-0.0126,0.05
31.5,-86.3,1.1,0.0189,-0.0126,0.05
31.5,-85.8,1.1,0.0189,-0.0126,0.05
31.5,-85.3,1.1,0.0189,-0.0126,0.05
31.5,-84.8,1.1,0.0189,-0.0126,0.05
31.5,-84.3,1.1,0.0189,-0.0126,0.05
31.5,-83.8,1.1,0.0189,-0.0126,0.05
31.5,-83.3,1.1,0.0189,-0.0126,0.05
31.5,-82.8,1.1,0.0189,-0.0126,0.05
31.5,-82.3,1.1,0.0189,-0.0126,0.05
31.5,-81.8,1.1,0.0189,-0.0126,0.05
31.5,-81.3,1.1,0.0189,-0.0126,0.05
31.5,-80.8,1.1,0.0189,-0.0126,0.05
31.5,-80.3,1.1,0.0189,-0.0126,0.05
31.5,-79.8,1.1,0.0189,-0.0126,0.05
31.5,-79.3,1.1,0.0189,-0.0126,0.05
31.5,-78.8,1.1,0.0189,-0.0126,0.05
31.5,-78.3,1.1,0.0189,-0.0126,0.05
31.5,-77.8,1.1,0.0189,-0.0126,0.05
31.5,-77.3,1.1,0.0189,-0.0126,0.05
31.5,-76.8,1.1,0.0189,-0.0126,0.05
31.5,-76.3,1.1,0.0189,-0.0126,0.05
31.5,-75.8,1.1,0.0189,-0.0126,0.05
31.5,-75.3,1.1,0.0189,-0.0126,0.05
31.5,-74.8,1.1,0.0189,-0.0126,0.05
31.5,-74.3,1.1,0.0189,-0.0126,0.05
31.5,-73.8,1.1,0.0189,-0.0126,0.05
31.5,-73.3,1.1,0.0189,-0.0126,0.05
31.5,-72.8,1.1,0.0189,-0.0126,0.05
31.5,-72.3,1.1,0.0189,-0.0126,0.05
31.5,-71.8,1.1,0.0189,-0.0126,0.05
31.5,-71.3,1.1,0.0189,-0.0126,0.05
31.5,-70.8,1.1,0.0189,-0.0126,0.05
31.5,-70.3,1.1,0.0189,-0.0126,0.05
31.5,-69.8,1.1,0.0189,-0.0126,0.05
31.5,-69.3,1.1,0.0189,-0.0126,0.05
31.5,-68.8,1.1,0.0189,-0.0126,0.05
31.5,-68.3,1.1,0.0189,-0.0126,0.05
31.5,-67.8,1.1,0.0189,-0.0126,0.05
31.5,-67.3,1.1,0.0189,-0.0126,0.05
31.5,-66.8,1.1,0.0189,-0.0126,0.05
32.0,-124.8,1.1,0.0189,-0.0126,0.05
32.0,-124.3,1.1,0.0189,-0.0126,0.05
32.0,-123.8,1.1,0.0189,-0.0126,0.05
32.0,-123.3,1.1,0.0189,-0.0126,0.05
32.0,-122.8,1.1,0.0189,-0.0126,0.05
32.0,-122.3,1.1,0.0189,-0.0126,0.05
32.0,-121.8,1.1,0.0189,-0.0126,0.05
32.0,-121.3,1.1,0.0189,-0.0126,0.05
32.0,-120.8,1.1,0.0189,-0.0126,0.05
32.0,-120.3,1.1,0.0189,-0.0126,0.05
32.0,-119.8,1.1,0.0189,-0.0126,0.05
32.0,-119.3,1.1,0.0189,-0.0126,0.05
32.0,-118.8,1.1,0.0189,-0.0126,0.05
32.0,-118.3,1.1,0.0189,-0.0126,0.05
32.0,-117.8,1.1,0.0189,-0.0126,0.05
32.0,-117.3,1.1,0.0189,-0.0126,0.05
32.0,-116.8,1.1,0.0189,-0.0126,0.05
32.0,-116.3,1.1,0.0189,-0.0126,0.05
32.0,-115.8,1.1,0.0189,-0.0126,0.05
32.0,-115.3,1.1,0.0189,-0.0126,0.05
32.0,-114.8,1.1,0.0189,-0.0126,0.05
32.0,-114.3,1.1,0.0189,-0.0126,0.05
32.0,-113.8,1.1,0.0189,-0.0126,0.05
32.0,-113.3,1.1,0.0189,-0.0126,0.05
32.0,-112.8,1.1,0.0189,-0.0126,0.05
32.0,-112.3,1.1,0.0189,-0.0126,0.05
32.0,-111.8,1.1,0.0189,-0.0126,0.05
32.0,-111.3,1.1,0.0189,-0.0126,0.05
32.0,-110.8,1.1,0.0189,-0.0126,0.05
32.0,-110.3,1.1,0.0189,-0.0126,0.05
32.0,-109.8,1.1,0.0189,-0.0126,0.05
32.0,-109.3,1.1,0.0189,-0.0126,0.05
32.0,-108.8,1.1,0.0189,-0.0126,0.05
32.0,-108.3,1.1,0.0189,-0.0126,0.05
32.0,-107.8,1.1,0.0189,-0.0126,0.05
32.0,-107.3,1.1,0.0189,-0.0126,0.05
32.0,-106.8,1.1,0.0189,-0.0126,0.05
32.0,-106.3,1.1,0.0189,-0.0126,0.05
32.0,-105.8,1.1,0.0189,-0.0126,0.05
32.0,-105.3,1.1,0.0189,-0.0126,0.05
32.0,-104.8,1.1,0.0189,-0.0126,0.05
32.0,-104.3,1.1,0.0189,-0.0126,0.05
32.0,-103.8,1.1,0.0189,-0.0126,0.05
32.0,-103.3,1.1,0.0189,-0.0126,0.05
32.0,-102.8,1.1,0.0189,-0.0126,0.05
32.0,-102.3,1.1,0.0189,-0.0126,0.05
32.0,-101.8,1.1,0.0189,-0.0126,0.05
32.0,-101.3,1.1,0.0189,-0.0126,0.05
32.0,-100.8,1.1,0.0189,-0.0126,0.05
32.0,-100.3,1.1,0.0189,-0.0126,0.05
32.0,-99.8,1.1,0.0189,-0.0126,0.05
32.0,-99.3,1.1,0.0189,-0.0126,0.05
32.0,-98.8,1.1,0.0189,-0.0126,0.05
32.0,-98.3,1.1,0.0189,-0.0126,0.05
32.0,-97.8,1.1,0.0189,-0.0126,0.05
32.0,-97.3,1.1,0.0189,-0.0126,0.05
32.0,-96.8,1.1,0.0189,-0.0126,0.05
32.0,-96.3,1.1,0.0189,-0.0126,0.05
32.0,-95.8,1.1,0.0189,-0.0126,0.05
32.0,-95.3,1.1,0.0189,-0.0126,0.05
32.0,-94.8,1.1,0.0189,-0.0126,0.05
32.0,-94.3,1.1,0.0189,-0.0126,0.05
32.0,-93.8,1.1,0.0189,-0.0126,0.05
32.0,-93.3,1.1,0.0189,-0.0126,0.05
32.0,-92.8,1.1,0.0189,-0.0126,0.05
32.0,-92.3,1.1,0.0189,-0.0126,0.05
32.0,-91.8,1.1,0.0189,-0.0126,0.05
32.0,-91.3,1.1,0.0189,-0.0126,0.05
32.0,-90.8,1.1,0.0189,-0.0126,0.05
32.0,-90.3,1.1,0.0189,-0.0126,0.05
32.0,-89.8,1.1,0.0189,-0.0126,0.05
32.0,-89.3,1.1,0.0189,-0.0126,0.05
32.0,-88.8,1.1,0.0189,-0.0126,0.05
32.0,-88.3,1.1,0.0189,-0.0126,0.05
32.0,-87.8,1.1,0.0189,-0.0126,0.05
32.0,-87.3,1.1,0.0189,-0.0126,0.05
32.0,-86.8,1.1,0.0189,-0.0126,0.05
32.0,-86.3,1.1,0.0189,-0.0126,0.05
32.0,-85.8,1.1,0.0189,-0.0126,0.05
32.0,-85.3,1.1,0.0189,-0.0126,0.05
32.0,-84.8,1.1,0.0189,-0.0126,0.05
32.0,-84.3,1.1,0.0189,-0.0126,0.05
32.0,-83.8,1.1,0.0189,-0.0126,0.05
32.0,-83.3,1.1,0.0189,-0.0126,0.05
32.0,-82.8,1.1,0.0189,-0.0126,0.05
32.0,-82.3,1.1,0.0189,-0.0126,0.05
32.0,-81.8,1.1,0.0189,-0.0126,0.05
32.0,-81.3,1.1,0.0189,-0.0126,0.05
32.0,-80.8,1.1,0.0189,-0.0126,0.05
32.0,-80.3,1.1,0.0189,-0.0126,0.05
32.0,-79.8,1.1,0.0189,-0.0126,0.05
32.0,-79.3,1.1,0.0189,-0.0126,0.05
32.0,-78.8,1.1,0.0189,-0.0126,0.05
32.0,-78.3,1.1,0.0189,-0.0126,0.05
32.0,-77.8,1.1,0.0189,-0.0126,0.05
32.0,-77.3,1.1,0.0189,-0.0126,0.05
32.0,-76.8,1.1,0.0189,-0.0126,0.05
32.0,-76.3,1.1,0.0189,-0.0126,0.05
32.0,-75.8,1.1,0.0189,-0.0126,0.05
32.0,-75.3,1.1,0.0189,-0.0126,0.05
32.0,-74.8,1.1,0.0189,-0.0126,0.05
32.0,-74.3,1.1,0.0189,-0.0126,0.05
32.0,-73.8,1.1,0.0189,-0.0126,0.05
32.0,-73.3,1.1,0.0189,-0.0126,0.05
32.0,-72.8,1.1,0.0189,-0.0126,0.05
32.0,-72.3,1.1,0.0189,-0.0126,0.05
32.0,-71.8,1.1,0.0189,-0.0126,0.05
32.0,-71.3,1.1,0.0189,-0.0126,0.05
32.0,-70.8,1.1,0.0189,-0.0126,0.05
32.0,-70.3,1.1,0.0189,-0.0126,0.05
32.0,-69.8,1.1,0.0189,-0.0126,0.05
32.0,-69.3,1.1,0.0189,-0.0126,0.05
32.0,-68.8,1.1,0.0189,-0.0126,0.05
32.0,-68.3,1.1,0.0189,-0.0126,0.05
32.0,-67.8,1.1,0.0189,-0.0126,0.05
32.0,-67.3,1.1,0.0189,-0.0126,0.05
32.0,-66.8,1.1,0.0189,-0.0126,0.05
32.5,-124.8,1.1,0.0189,-0.0126,0.05
32.5,-124.3,1.1,0.0189,-0.0126,0.05
32.5,-123.8,1.1,0.0189,-0.0126,0.05
32.5,-123.3,1.1,0.0189,-0.0126,0.05
32.5,-122.8,1.1,0.0189,-0.0126,0.05
32.5,-122.3,1.1,0.0189,-0.0126,0.05
32.5,-121.8,1.1,0.0189,-0.0126,0.05
32.5,-121.3,1.1,0.0189,-0.0126,0.05
32.5,-120.8,1.1,0.0189,-0.0126,0.05
32.5,-120.3,1.1,0.0189,-0.0126,0.05
32.5,-119.8,1.1,0.0189,-0.0126,0.05
32.5,-119.3,1.1,0.0189,-0.0126,0.05
32.5,-118.8,1.1,0.0189,-0.0126,0.05
32.5,-118.3,1.1,0.0189,-0.0126,0.05
32.5,-117.8,1.1,0.0189,-0.0126,0.05
32.5,-117.3,1.1,0.0189,-0.0126,0.05
32.5,-116.8,1.1,0.0189,-0.0126,0.05
32.5,-116.3,1.1,0.0189,-0.0126,0.05
32.5,-115.8,1.1,0.0189,-0.0126,0.05
32.5,-115.3,1.1,0.0189,-0.0126,0.05
32.5,-114.8,1.1,0.0189,-0.0126,0.05
32.5,-114.3,1.1,0.0189,-0.0126,0.05
32.5,-113.8,1.1,0.0189,-0.0126,0.05
32.5,-113.3,1.1,0.0189,-0.0126,0.05
32.5,-112.8,1.1,0.0189,-0.0126,0.05
32.5,-112.3,1.1,0.0189,-0.0126,0.05
32.5,-111.8,1.1,0.0189,-0.0126,0.05
32.5,-111.3,1.1,0.0189,-0.0126,0.05
32.5,-110.8,1.1,0.0189,-0.0126,0.05
